Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Cost,Qty
5017,CA-2015-153850,24/11/2015,29/11/2015,Standard Class,TH-21100,Thea Hendricks,Consumer,United States,Toledo,Ohio,43615.0,East,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,1502.376,751.188,1
3540,CA-2015-158771,09/05/2015,09/05/2015,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,42420.0,South,OFF-LA-10003121,Office Supplies,Labels,Avery 506,20.65,10.325,1
3560,CA-2018-152737,07/11/2018,12/11/2018,Standard Class,TS-21505,Tony Sayre,Consumer,United States,San Francisco,California,94122.0,West,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,439.8,219.9,1
444,CA-2017-115756,05/09/2017,07/09/2017,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,48227.0,Central,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36,45.68,1
5396,CA-2015-104829,18/11/2015,21/11/2015,Second Class,JG-15805,John Grady,Corporate,United States,Provo,Utah,84604.0,West,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",21.98,10.99,1
711,CA-2015-113887,05/04/2015,07/04/2015,First Class,TH-21550,Tracy Hopkins,Home Office,United States,New York City,New York,10035.0,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,27.74,1
4313,CA-2015-125829,04/11/2015,11/11/2015,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90045.0,West,TEC-MA-10003246,Technology,Machines,Hewlett-Packard Deskjet D4360 Printer,447.968,223.984,1
7040,CA-2018-103443,17/12/2018,23/12/2018,Standard Class,AT-10735,Annie Thurman,Consumer,United States,New York City,New York,10009.0,East,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,166.72,83.36,1
7192,CA-2017-116918,01/10/2017,06/10/2017,Second Class,JK-15205,Jamie Kunitz,Consumer,United States,Hialeah,Florida,33012.0,South,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,5.388,2.694,1
7299,CA-2015-163468,18/11/2015,21/11/2015,First Class,JK-15730,Joe Kamberova,Consumer,United States,Des Plaines,Illinois,60016.0,Central,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,292.1,146.05,1
9740,CA-2018-129294,16/03/2018,21/03/2018,Standard Class,KD-16615,Ken Dana,Corporate,United States,Los Angeles,California,90032.0,West,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,19.68,9.84,1
1565,CA-2015-116239,04/03/2015,04/03/2015,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Columbia,South Carolina,29203.0,South,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,354.9,177.45,1
8519,CA-2018-118003,04/12/2018,10/12/2018,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Paterson,New Jersey,7501.0,East,FUR-FU-10002506,Furniture,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",12.99,6.495,1
1560,CA-2017-126809,09/04/2017,13/04/2017,Standard Class,EB-13750,Edward Becker,Corporate,United States,Seattle,Washington,98103.0,West,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",35.352,17.676,1
7216,CA-2016-103072,27/09/2016,30/09/2016,Second Class,HW-14935,Helen Wasserman,Corporate,United States,Detroit,Michigan,48205.0,Central,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,25.92,12.96,1
6441,CA-2017-101161,13/10/2017,20/10/2017,Standard Class,BW-11110,Bart Watters,Corporate,United States,New York City,New York,10024.0,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,34.7,17.35,1
3670,CA-2015-129364,08/12/2015,13/12/2015,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301.0,West,OFF-LA-10004409,Office Supplies,Labels,Avery 492,11.52,5.76,1
1473,CA-2018-164959,11/07/2018,15/07/2018,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,Los Angeles,California,90004.0,West,OFF-LA-10004272,Office Supplies,Labels,Avery 482,8.67,4.335,1
7414,CA-2018-121125,30/05/2018,03/06/2018,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Tigard,Oregon,97224.0,West,FUR-FU-10000820,Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,13.592,6.796,1
1470,CA-2018-139199,09/12/2018,13/12/2018,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Detroit,Michigan,48234.0,Central,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,41.54,20.77,1
9508,CA-2015-149104,05/04/2015,07/04/2015,Second Class,RD-19900,Ruben Dartt,Consumer,United States,Dearborn Heights,Michigan,48127.0,Central,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",40.2,20.1,1
4432,CA-2017-168893,03/11/2017,08/11/2017,Second Class,AP-10915,Arthur Prichep,Consumer,United States,Henderson,Kentucky,42420.0,South,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,7.98,3.99,1
2287,CA-2018-165687,17/11/2018,23/11/2018,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Salem,Virginia,24153.0,South,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,35.04,17.52,1
4308,CA-2017-161095,28/06/2017,28/06/2017,Same Day,CS-12250,Chris Selesnick,Corporate,United States,Los Angeles,California,90032.0,West,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,33.568,16.784,1
883,US-2018-123463,23/12/2018,23/12/2018,Same Day,GZ-14470,Gary Zandusky,Consumer,United States,San Francisco,California,94109.0,West,OFF-AR-10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",13.48,6.74,1
9117,CA-2018-153045,19/01/2018,24/01/2018,Second Class,NS-18505,Neola Schneider,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,31.968,15.984,1
566,CA-2018-137099,07/12/2018,10/12/2018,First Class,FP-14320,Frank Preis,Consumer,United States,Los Angeles,California,90008.0,West,TEC-PH-10002496,Technology,Phones,Cisco SPA301,374.376,187.188,1
1689,CA-2018-143798,10/12/2018,12/12/2018,First Class,AW-10840,Anthony Witt,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,310.88,155.44,1
5558,CA-2016-125066,14/12/2016,18/12/2016,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Jackson,Mississippi,39212.0,South,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,28.15,1
280,CA-2018-132976,13/10/2018,17/10/2018,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-LA-10002043,Office Supplies,Labels,Avery 489,24.84,12.42,1
1106,US-2017-110156,19/11/2017,24/11/2017,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041.0,Central,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",100.704,50.352,1
6587,CA-2018-104731,21/07/2018,27/07/2018,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Salem,Virginia,24153.0,South,OFF-AR-10003829,Office Supplies,Art,Newell 35,19.68,9.84,1
7764,CA-2016-103093,03/02/2016,07/02/2016,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Columbus,Georgia,31907.0,South,OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope,74.52,37.26,1
2260,CA-2016-117611,08/11/2016,10/11/2016,Second Class,MZ-17335,Maria Zettner,Home Office,United States,San Diego,California,92024.0,West,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,5.0,2.5,1
2837,CA-2018-110842,11/11/2018,16/11/2018,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Los Angeles,California,90036.0,West,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,19.44,9.72,1
615,CA-2018-138611,14/11/2018,17/11/2018,Second Class,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,43123.0,East,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,119.94,59.97,1
9003,CA-2015-103807,02/12/2015,09/12/2015,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sandy Springs,Georgia,30328.0,South,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",15.24,7.62,1
6752,CA-2017-154767,28/06/2017,30/06/2017,Second Class,BP-11155,Becky Pak,Consumer,United States,Paterson,New Jersey,7501.0,East,OFF-AP-10000595,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,8.74,4.37,1
6067,CA-2016-151547,17/01/2016,23/01/2016,Standard Class,AH-10465,Amy Hunt,Consumer,United States,Bartlett,Tennessee,38134.0,South,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",88.96,44.48,1
7801,CA-2018-157413,01/06/2018,06/06/2018,Standard Class,BW-11065,Barry Weirich,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",324.744,162.372,1
8709,CA-2015-119144,16/11/2015,18/11/2015,First Class,JD-16150,Justin Deggeller,Corporate,United States,Los Angeles,California,90008.0,West,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,79.968,39.984,1
2479,CA-2015-145212,13/09/2015,19/09/2015,Standard Class,DC-12850,Dan Campbell,Consumer,United States,New York City,New York,10011.0,East,OFF-AR-10002833,Office Supplies,Art,Newell 322,5.46,2.73,1
474,CA-2015-144666,09/11/2015,11/11/2015,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110.0,West,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,703.968,351.984,1
9702,CA-2017-105291,30/10/2017,04/11/2017,Standard Class,SP-20920,Susan Pistek,Consumer,United States,San Luis Obispo,California,93405.0,West,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,3.62,1.81,1
7022,CA-2015-124737,23/08/2015,27/08/2015,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Denver,Colorado,80219.0,West,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,4.224,2.112,1
8765,CA-2016-107083,21/11/2016,27/11/2016,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Fort Worth,Texas,76106.0,Central,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",5.344,2.672,1
2850,CA-2017-123617,28/11/2017,03/12/2017,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Palm Coast,Florida,32137.0,South,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,7.434,3.717,1
7250,CA-2016-158491,04/06/2016,09/06/2016,Second Class,BP-11155,Becky Pak,Consumer,United States,Los Angeles,California,90008.0,West,TEC-AC-10001874,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,119.98,59.99,1
2509,CA-2018-163902,02/03/2018,08/03/2018,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Los Angeles,California,90045.0,West,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,196.776,98.388,1
1276,CA-2017-119186,26/05/2017,26/05/2017,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,76106.0,Central,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),14.352,7.176,1
8137,CA-2017-118073,12/08/2017,16/08/2017,Standard Class,CS-12490,Cindy Schnelling,Corporate,United States,Lakeland,Florida,33801.0,South,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,562.2925,281.14625,1
4397,CA-2017-148740,15/11/2017,19/11/2017,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,San Diego,California,92024.0,West,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,361.376,180.688,1
3204,CA-2015-158372,10/11/2015,16/11/2015,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037.0,West,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,10.99,5.495,1
4728,CA-2015-119151,25/11/2015,29/11/2015,Second Class,MP-18175,Mike Pelletier,Home Office,United States,New York City,New York,10009.0,East,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",275.952,137.976,1
4722,CA-2015-106229,07/06/2015,11/06/2015,Second Class,NR-18550,Nick Radford,Consumer,United States,Aurora,Illinois,60505.0,Central,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",268.935,134.4675,1
534,CA-2017-168753,29/05/2017,01/06/2017,Second Class,RL-19615,Rob Lucas,Consumer,United States,Montgomery,Alabama,36116.0,South,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,979.95,489.975,1
1625,CA-2016-157084,19/12/2016,24/12/2016,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049.0,West,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,675.96,337.98,1
4923,CA-2018-114055,25/12/2018,29/12/2018,Second Class,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,35810.0,South,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,3.62,1.81,1
6326,CA-2016-110289,29/10/2016,02/11/2016,Standard Class,NB-18655,Nona Balk,Corporate,United States,San Francisco,California,94109.0,West,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",210.84,105.42,1
4865,CA-2018-163531,26/06/2018,30/06/2018,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,New York City,New York,10024.0,East,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,239.97,119.985,1
5312,CA-2017-123414,21/08/2017,27/08/2017,Standard Class,SU-20665,Stephanie Ulpright,Home Office,United States,Greenville,North Carolina,27834.0,South,OFF-LA-10004559,Office Supplies,Labels,Avery 49,9.216,4.608,1
3954,CA-2018-152961,15/01/2018,19/01/2018,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Quincy,Massachusetts,2169.0,East,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",12.7,6.35,1
6881,CA-2016-137113,01/12/2016,05/12/2016,Second Class,TW-21025,Tamara Willingham,Home Office,United States,Seattle,Washington,98105.0,West,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,32.4,16.2,1
8743,US-2016-144771,02/10/2016,04/10/2016,First Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Hillsboro,Oregon,97123.0,West,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,11.032,5.516,1
3406,US-2015-150119,23/04/2015,27/04/2015,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Columbus,Ohio,43229.0,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",281.372,140.686,1
5528,CA-2016-142055,08/05/2016,10/05/2016,First Class,AB-10255,Alejandro Ballentine,Home Office,United States,New York City,New York,10009.0,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,37.94,18.97,1
3999,CA-2016-105627,08/03/2016,12/03/2016,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142.0,Central,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,373.08,186.54,1
8985,CA-2017-110898,06/03/2017,12/03/2017,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,60623.0,Central,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,145.98,72.99,1
1041,CA-2017-127670,20/03/2017,24/03/2017,Standard Class,RD-19660,Robert Dilbeck,Home Office,United States,Saint Peters,Missouri,63376.0,Central,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,697.16,348.58,1
6470,CA-2017-163804,02/12/2017,08/12/2017,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,Providence,Rhode Island,2908.0,East,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,72.42,36.21,1
8163,CA-2016-120915,28/09/2016,03/10/2016,Second Class,JJ-15445,Jennifer Jackson,Consumer,United States,New York City,New York,10035.0,East,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,153.99,1
1468,CA-2016-100769,16/05/2016,16/05/2016,Same Day,TH-21550,Tracy Hopkins,Home Office,United States,Jacksonville,Florida,32216.0,South,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,255.968,127.984,1
3944,US-2017-142685,23/06/2017,30/06/2017,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Buffalo,New York,14215.0,East,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,835.17,417.585,1
1914,CA-2015-103366,15/01/2015,17/01/2015,First Class,EH-13990,Erica Hackney,Consumer,United States,Roswell,Georgia,30076.0,South,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,149.95,74.975,1
234,US-2018-100930,07/04/2018,12/04/2018,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,33614.0,South,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,5.328,2.664,1
6394,CA-2017-129126,14/12/2017,19/12/2017,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011.0,East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",21.48,10.74,1
8711,CA-2015-119144,16/11/2015,18/11/2015,First Class,JD-16150,Justin Deggeller,Corporate,United States,Los Angeles,California,90008.0,West,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,344.91,172.455,1
4534,CA-2015-140403,10/10/2015,10/10/2015,Same Day,TN-21040,Tanja Norvell,Home Office,United States,Manteca,California,95336.0,West,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.28,7.64,1
1219,US-2018-118087,09/09/2018,13/09/2018,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,129.348,1
780,CA-2016-144267,21/08/2016,23/08/2016,First Class,NZ-18565,Nick Zandusky,Home Office,United States,San Francisco,California,94110.0,West,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,23.92,11.96,1
9062,CA-2016-136420,20/11/2016,21/11/2016,First Class,CS-12250,Chris Selesnick,Corporate,United States,San Diego,California,92024.0,West,OFF-LA-10002762,Office Supplies,Labels,Avery 485,50.12,25.06,1
4526,US-2018-105046,17/07/2018,23/07/2018,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Rome,New York,13440.0,East,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,269.98,134.99,1
6162,CA-2015-103989,19/03/2015,21/03/2015,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,33801.0,South,OFF-LA-10000443,Office Supplies,Labels,Avery 501,11.808,5.904,1
5035,CA-2016-103954,09/08/2016,13/08/2016,Second Class,HR-14770,Hallie Redmond,Home Office,United States,Milwaukee,Wisconsin,53209.0,Central,FUR-BO-10004690,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,687.4,343.7,1
7363,CA-2017-163594,12/04/2017,14/04/2017,First Class,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,90036.0,West,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,36.624,18.312,1
6243,CA-2015-134621,21/12/2015,28/12/2015,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,Columbia,Tennessee,38401.0,South,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,18.24,9.12,1
4009,CA-2016-107468,18/12/2016,22/12/2016,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Louisville,Colorado,80027.0,West,OFF-AR-10000634,Office Supplies,Art,Newell 320,6.848,3.424,1
5181,US-2016-120502,13/04/2016,19/04/2016,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Los Angeles,California,90036.0,West,OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,75.84,37.92,1
1420,CA-2016-124800,26/09/2016,30/09/2016,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204.0,West,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,86.272,43.136,1
7190,CA-2017-164399,12/11/2017,15/11/2017,First Class,DW-13480,Dianna Wilson,Home Office,United States,San Diego,California,92024.0,West,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,203.976,101.988,1
6171,CA-2017-141523,19/12/2017,24/12/2017,Second Class,MH-17440,Mark Haberlin,Corporate,United States,New York City,New York,10035.0,East,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",34.248,17.124,1
188,CA-2017-157000,16/07/2017,22/07/2017,Standard Class,AM-10360,Alice McCarthy,Corporate,United States,Grand Prairie,Texas,75051.0,Central,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",37.224,18.612,1
7743,CA-2018-105326,20/08/2018,27/08/2018,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Los Angeles,California,90036.0,West,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,25.92,12.96,1
1950,CA-2018-157987,02/09/2018,06/09/2018,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009.0,East,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,12.98,6.49,1
8537,CA-2016-157343,07/06/2016,11/06/2016,Standard Class,HD-14785,Harold Dahlen,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,18.312,9.156,1
6783,CA-2018-121293,25/07/2018,28/07/2018,Second Class,JC-15775,John Castell,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,20.096,10.048,1
6539,CA-2016-109862,25/10/2016,30/10/2016,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Newark,Delaware,19711.0,East,TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,158.99,79.495,1
8542,CA-2016-157287,22/12/2016,23/12/2016,First Class,HR-14830,Harold Ryan,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-ST-10001172,Office Supplies,Storage,"Tennsco Lockers, Sand",33.568,16.784,1
7520,US-2018-167920,09/12/2018,12/12/2018,Second Class,JL-15835,John Lee,Consumer,United States,Richmond,Kentucky,40475.0,South,OFF-LA-10004409,Office Supplies,Labels,Avery 492,5.76,2.88,1
7897,CA-2018-124744,21/06/2018,25/06/2018,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Wheeling,West Virginia,26003.0,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,447.84,223.92,1
5900,CA-2018-108000,12/01/2018,16/01/2018,Standard Class,LS-16945,Linda Southworth,Corporate,United States,San Francisco,California,94110.0,West,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,9.78,4.89,1
9114,CA-2015-132010,13/10/2015,15/10/2015,First Class,MA-17995,Michelle Arnett,Home Office,United States,Richmond,Virginia,23223.0,South,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,15.18,7.59,1
9761,CA-2018-159135,04/11/2018,08/11/2018,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Springdale,Arkansas,72762.0,South,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",4.3,2.15,1
1132,CA-2017-112102,12/04/2017,16/04/2017,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,22153.0,South,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,63.9,31.95,1
9279,CA-2018-122539,01/12/2018,05/12/2018,Standard Class,SC-20305,Sean Christensen,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",8.001,4.0005,1
8602,CA-2015-141110,26/11/2015,01/12/2015,Standard Class,LS-17200,Luke Schmidt,Corporate,United States,Fresno,California,93727.0,West,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,7.312,3.656,1
6377,CA-2017-163216,07/10/2017,10/10/2017,First Class,AW-10930,Arthur Wiediger,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-LA-10000134,Office Supplies,Labels,Avery 511,4.928,2.464,1
9294,US-2018-116505,17/11/2018,21/11/2018,Second Class,TB-21625,Trudy Brown,Consumer,United States,Hagerstown,Maryland,21740.0,East,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",43.8,21.9,1
9116,CA-2018-153045,19/01/2018,24/01/2018,Second Class,NS-18505,Neola Schneider,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,429.6,214.8,1
6358,CA-2018-139080,23/01/2018,28/01/2018,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Seattle,Washington,98103.0,West,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,25.92,12.96,1
1309,CA-2017-141397,20/06/2017,21/06/2017,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,91104.0,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,21.78,10.89,1
2653,CA-2018-112515,17/09/2018,21/09/2018,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604.0,West,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",11.784,5.892,1
3300,US-2015-159926,18/11/2015,22/11/2015,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,50.997,25.4985,1
